ProductName,MRP,SKU,Subcategory,Unit,Stock,MinStock,Description
POPULAR APPALAM 70G,50,POPAPP70G-2599,GENERAL,piece,100,10,POPULAR APPALAM 70G
ARIEL MAC EXPRS FL 1KG,315,ARIMACEXP-2600,GENERAL,bag,100,10,ARIEL MAC EXPRS FL 1KG
POPULAR APPALAM 120G,83,POPAPP120-2601,GENERAL,piece,100,10,POPULAR APPALAM 120G
POPULAR APPALAM 145G,99,POPAPP145-2602,GENERAL,piece,100,10,POPULAR APPALAM 145G
AREIL MATIC TL 500G,160,AREMATTL-2603,GENERAL,piece,100,10,AREIL MATIC TL 500G
AREIL MATIC FL 500G,170,AREMATFL-2604,GENERAL,piece,100,10,AREIL MATIC FL 500G
TASTY CHIPS 200G,45,TASCHI200-2605,BAKERY,piece,100,10,TASTY CHIPS 200G
TASTY CHIPS 150G,45,TASCHI150-2606,BAKERY,piece,100,10,TASTY CHIPS 150G
TIDE JASMINR&ROSE 3KG,399,TIDJAS3KG-2607,GENERAL,bag,100,10,TIDE JASMINR&ROSE 3KG
HERSHEYS STRAWBERY SYRUP,115,HERSTRSYR-2608,GENERAL,piece,100,10,HERSHEYS STRAWBERY SYRUP
HERSHEYS COCOA SPREAD,185,HERCOCSPR-2609,GENERAL,piece,100,10,HERSHEYS COCOA SPREAD
HAMAM 150G SET,235,HAM150SET-2610,GENERAL,set,100,10,HAMAM 150G SET
LUX BODY WASH 109,109,LUXBODWAS-2611,GENERAL,piece,100,10,LUX BODY WASH 109
LUX BODY WASH 99,99,LUXBODWAS-2612,GENERAL,piece,100,10,LUX BODY WASH 99
BOOST 1KG,469,BOO1KG-2613,GENERAL,bag,100,10,BOOST 1KG
VIM FLOOR CLEANER 1LTR,240,VIMFLOCLE-2614,GENERAL,liter,100,10,VIM FLOOR CLEANER 1LTR
VIM FLOOR CLR 500G,120,VIMFLOCLR-2615,GENERAL,piece,100,10,VIM FLOOR CLR 500G
KISSAN PEANUT BUTTER 350G,175,KISPEABUT-2616,BAKERY,piece,100,10,KISSAN PEANUT BUTTER 350G
CHENNA WHITE 500G,85,CHEWHI500-2617,DHALL,piece,100,10,CHENNA WHITE 500G
CHENNA WHITE IKG,170,CHEWHIIKG-2618,DHALL,bag,100,10,CHENNA WHITE IKG
CHENNA WHITE 250G,45,CHEWHI250-2619,DHALL,piece,100,10,CHENNA WHITE 250G
RAJMA 200G,40,RAJ200-2620,GENERAL,piece,100,10,RAJMA 200G
URAD DHALL WHOLE 500G,65,URADHAWHO-2621,DHALL,piece,100,10,URAD DHALL WHOLE 500G
URAD DHAL WHOLE 250G,35,URADHAWHO-2622,DHALL,piece,100,10,URAD DHAL WHOLE 250G
SOLUM WHITE 250G,20,SOLWHI250-2623,GENERAL,piece,100,10,SOLUM WHITE 250G
DOUBLE BEANS 200G,35,DOUBEA200-2624,GENERAL,piece,100,10,DOUBLE BEANS 200G
MEAL MAKER 100G,20,MEAMAK100-2625,GENERAL,piece,100,10,MEAL MAKER 100G
MEAL MAKER 200G,35,MEAMAK200-2626,GENERAL,piece,100,10,MEAL MAKER 200G
WHEAT 500G,30,WHE500-2627,GENERAL,piece,100,10,WHEAT 500G
MEDIMIX CLASSIC 125G SET,156,MEDCLA125-2628,PERSONAL_CARE,set,100,10,MEDIMIX CLASSIC 125G SET
MEDIMIX TRANS 75G,35,MEDTRA75G-2629,PERSONAL_CARE,piece,100,10,MEDIMIX TRANS 75G
MEDIMIX TRAS 125G,55,MEDTRA125-2630,PERSONAL_CARE,piece,100,10,MEDIMIX TRAS 125G
MEDIMIX SANDAL 75G,38,MEDSAN75G-2631,PERSONAL_CARE,piece,100,10,MEDIMIX SANDAL 75G
MEDIMIX SANDAL 125G,60,MEDSAN125-2632,PERSONAL_CARE,piece,100,10,MEDIMIX SANDAL 125G
MEDIMIX SANDAL 75G SET,114,MEDSAN75G-2633,PERSONAL_CARE,set,100,10,MEDIMIX SANDAL 75G SET
SUNRICE PREMIUM 200G,680,SUNPRE200-2634,RICE,piece,100,10,SUNRICE PREMIUM 200G
SUNRISE PREM 100G,320,SUNPRE100-2635,GENERAL,piece,100,10,SUNRISE PREM 100G
SUNRISE 200G JAR,350,SUN200JAR-2636,GENERAL,piece,100,10,SUNRISE 200G JAR
SUNRISE 50G JAR,180,SUN50GJAR-2637,GENERAL,piece,100,10,SUNRISE 50G JAR
SUNRISE 50G PKT,160,SUN50GPKT-2638,GENERAL,piece,100,10,SUNRISE 50G PKT
NESCAFE CLASSIC 25G,130,NESCLA25G-2639,GENERAL,piece,100,10,NESCAFE CLASSIC 25G
NESCAFE CLASSIC 50G,250,NESCLA50G-2640,GENERAL,piece,100,10,NESCAFE CLASSIC 50G
NESCAFE GOLD 50G,425,NESGOL50G-2641,GENERAL,piece,100,10,NESCAFE GOLD 50G
NESTLE EVERYDAY 400G,250,NESEVE400-2642,GENERAL,piece,100,10,NESTLE EVERYDAY 400G
CYC THREE IN ONE 25RS,25,CYCTHRIN-2643,GENERAL,piece,100,10,CYC THREE IN ONE 25RS
CYC HERITAGE 55RS,55,CYCHER55R-2644,GENERAL,piece,100,10,CYC HERITAGE 55RS
CYC GOOD LUCK JAVADH 55RS,60,CYCGOOLUC-2645,GENERAL,piece,100,10,CYC GOOD LUCK JAVADH 55RS
CYC PUSHKARINI 20RS,20,CYCPUS20R-2646,HOUSEHOLD,piece,100,10,CYC PUSHKARINI 20RS
CYC HERITAGE CHANDAN 55RS,55,CYCHERCHA-2647,GENERAL,piece,100,10,CYC HERITAGE CHANDAN 55RS
CYC HERITAGE20RS,20,CYCHER-2648,GENERAL,piece,100,10,CYC HERITAGE20RS
CYC RHYTHM 30RS,30,CYCRHY30R-2649,GENERAL,piece,100,10,CYC RHYTHM 30RS
CYC RHYTHM 55RS,55,CYCRHY55R-2650,GENERAL,piece,100,10,CYC RHYTHM 55RS
OLEE OLEE LAMP OIL 500ML,106,OLEOLELAM-2651,OILS,ml,100,10,OLEE OLEE LAMP OIL 500ML
OLEE OLEE OIL 1L,203,OLEOLEOIL-2652,OILS,piece,100,10,OLEE OLEE OIL 1L
HAREEN COCONUT OIL 500ML,359,HARCOCOIL-2653,OILS,ml,100,10,HAREEN COCONUT OIL 500ML
DHEEPAM 500ML BOTTLE,111,DHE500BOT-2654,GENERAL,ml,100,10,DHEEPAM 500ML BOTTLE
ELITE BUTTER CUP CAKE 170G,60,ELIBUTCUP-2655,BAKERY,piece,100,10,ELITE BUTTER CUP CAKE 170G
BRIT MILK CLASSIC 10,10,BRIMILCLA-2656,DAIRY,piece,100,10,BRIT MILK CLASSIC 10
AT NEEM OIL 50ML,25,ATNEEOIL-2657,OILS,ml,100,10,AT NEEM OIL 50ML
PAR KRACKJACK 40RS,40,PARKRA40R-2658,GENERAL,piece,100,10,PAR KRACKJACK 40RS
IDHAYAM GIN OIL  200ML BOTTL,83,IDHGINOIL-2659,OILS,ml,100,10,IDHAYAM GIN OIL  200ML BOTTL
PAR HAPPY HAPPY 5RS,5,PARHAPHAP-2660,GENERAL,piece,100,10,PAR HAPPY HAPPY 5RS
ELITE CHOCO CUP 10,10,ELICHOCUP-2661,GENERAL,piece,100,10,ELITE CHOCO CUP 10
IDHAYAM GIN OIL  100ML BOTTL,44,IDHGINOIL-2662,OILS,ml,100,10,IDHAYAM GIN OIL  100ML BOTTL
ELITE BROWNIE 170G,75,ELIBRO170-2663,BAKERY,piece,100,10,ELITE BROWNIE 170G
SAI JOYHI LAMP OIL 500ML,150,SAIJOYLAM-2664,OILS,ml,100,10,SAI JOYHI LAMP OIL 500ML
PARLE BLACK BOURBON 10,10,PARBLABOU-2665,GENERAL,piece,100,10,PARLE BLACK BOURBON 10
SF MOMS MAGIC SHINE 10,10,SFMOMMAG-2666,GENERAL,piece,100,10,SF MOMS MAGIC SHINE 10
PAR HIDE SEEK CRM 30,30,PARHIDSEE-2667,GENERAL,piece,100,10,PAR HIDE SEEK CRM 30
PAR HIDE SEEK COFF 30,30,PARHIDSEE-2668,GENERAL,piece,100,10,PAR HIDE SEEK COFF 30
DHARSHAN AGARBATHI 55,55,DHAAGA55-2669,PERSONAL_CARE,piece,100,10,DHARSHAN AGARBATHI 55
AT ELUPPAI OIL 50ML,20,ATELUOIL-2670,OILS,ml,100,10,AT ELUPPAI OIL 50ML
PORNA POOJA OIL 1L,272,PORPOOOIL-2671,OILS,piece,100,10,PORNA POOJA OIL 1L
PORNA POOJA OIL 500ML,119,PORPOOOIL-2672,OILS,ml,100,10,PORNA POOJA OIL 500ML
ACT BUTTER DELITE POP,35,ACTBUTDEL-2673,BAKERY,piece,100,10,ACT BUTTER DELITE POP
OI GROUNDNUT OIL 1L,430,OIGROOIL-2674,OILS,piece,100,10,OI GROUNDNUT OIL 1L
ACT XTREME BUTTER POP,35,ACTXTRBUT-2675,BAKERY,piece,100,10,ACT XTREME BUTTER POP
GEMSGOLD GROUNDNUT OIL 1L,250,GEMGROOIL-2676,OILS,piece,100,10,GEMSGOLD GROUNDNUT OIL 1L
ACT GOLDEN SIZZLE POP,30,ACTGOLSIZ-2677,GENERAL,piece,100,10,ACT GOLDEN SIZZLE POP
ACT CLASSIC SALTED POP,30,ACTCLASAL-2678,GENERAL,liter,100,10,ACT CLASSIC SALTED POP
ACT BUTTER PEPPER POP,35,ACTBUTPEP-2679,SPICES,piece,100,10,ACT BUTTER PEPPER POP
ANU GIN OIL 1L,580,ANUGINOIL-2680,OILS,piece,100,10,ANU GIN OIL 1L
ANU GIN OIL 500ML,290,ANUGINOIL-2681,OILS,ml,100,10,ANU GIN OIL 500ML
ANU GROUNDNUT OIL 1L,370,ANUGROOIL-2682,OILS,piece,100,10,ANU GROUNDNUT OIL 1L
ANU GROUNDNUT OIL 500ML,190,ANUGROOIL-2683,OILS,ml,100,10,ANU GROUNDNUT OIL 500ML
SVS GROUNDNUT OIL 1L,194,SVSGROOIL-2684,OILS,piece,100,10,SVS GROUNDNUT OIL 1L
IDHAYAM MUSTARD OIL 1,255,IDHMUSOIL-2685,OILS,piece,100,10,IDHAYAM MUSTARD OIL 1
MILLKYMIST PANEER 200G,125,MILPAN200-2686,GENERAL,piece,100,10,MILLKYMIST PANEER 200G
MILKYMIST PANEER PROTIN 200G,150,MILPANPRO-2687,DAIRY,piece,100,10,MILKYMIST PANEER PROTIN 200G
KING GIN OIL 1L,377,KINGINOIL-2688,OILS,piece,100,10,KING GIN OIL 1L
WEALTH MALAI PANNER 1KG,390,WEAMALPAN-2689,GENERAL,bag,100,10,WEALTH MALAI PANNER 1KG
MILKYMIST BUTTER 500G,350,MILBUT500-2690,BAKERY,piece,100,10,MILKYMIST BUTTER 500G
HATSAN COOKING BUTTER 500G,340,HATCOOBUT-2691,BAKERY,piece,100,10,HATSAN COOKING BUTTER 500G
MILKY MIST BUTTER 200G,142,MILMISBUT-2692,BAKERY,piece,100,10,MILKY MIST BUTTER 200G
MILKY MIST BUTTER UNSALTED 100G,72,MILMISBUT-2693,BAKERY,liter,100,10,MILKY MIST BUTTER UNSALTED 100G
LEVESTA FILTER COFFEE 60-40 500G,400,LEVFILCOF-2694,GENERAL,liter,100,10,LEVESTA FILTER COFFEE 60-40 500G
LEVESTA FILTER COFFEE 80-20 500G,488,LEVFILCOF-2695,GENERAL,liter,100,10,LEVESTA FILTER COFFEE 80-20 500G
LEVESTA STRONG 200G,250,LEVSTR200-2696,GENERAL,piece,100,10,LEVESTA STRONG 200G
LEVESTA INSTANT CLASSIC 100G,335,LEVINSCLA-2697,GENERAL,piece,100,10,LEVESTA INSTANT CLASSIC 100G
LEVESTA INSTANT PREMIUM 50G,140,LEVINSPRE-2698,GENERAL,piece,100,10,LEVESTA INSTANT PREMIUM 50G
LEVESTA INSTANT STRONG 50G,140,LEVINSSTR-2699,GENERAL,piece,100,10,LEVESTA INSTANT STRONG 50G
LEVESTA INSTANT PREMIUM 50G TIN,140,LEVINSPRE-2700,GENERAL,piece,100,10,LEVESTA INSTANT PREMIUM 50G TIN
TATA COFFEE GRAND  CLASSIC 100G,280,TATCOFGRA-2701,GENERAL,piece,100,10,TATA COFFEE GRAND  CLASSIC 100G
LEVESTA INSTANT STRONG 100G TIN,260,LEVINSSTR-2702,GENERAL,piece,100,10,LEVESTA INSTANT STRONG 100G TIN
MILKY MIST BUTTER SALTED 100G,75,MILMISBUT-2703,BAKERY,liter,100,10,MILKY MIST BUTTER SALTED 100G
LEVESTA FC 80-20 200G,195,LEVFC802-2704,GENERAL,piece,100,10,LEVESTA FC 80-20 200G
AVT PREMIUM CF 60\40 500G,440,AVTPRECF-2705,GENERAL,piece,100,10,AVT PREMIUM CF 60\40 500G
TATA GRAND STRONG 200GM,280,TATGRASTR-2706,GENERAL,packet,100,10,TATA GRAND STRONG 200GM
CONTINENTAL MALGUDI 80\20,75,CONMAL802-2707,GENERAL,piece,100,10,CONTINENTAL MALGUDI 80\20
TATA KANAN DEVAN CLASSIC 500GM,158,TATKANDEV-2708,GENERAL,packet,100,10,TATA KANAN DEVAN CLASSIC 500GM
GOOD KNIGHT FLASH 4+,325,GOOKNIFLA-2709,GENERAL,piece,100,10,GOOD KNIGHT FLASH 4+
GOOD KNIGHT MINI,50,GOOKNIMIN-2710,GENERAL,piece,100,10,GOOD KNIGHT MINI
CINTHOL GERM PROTECTION 10RS,10,CINGERPRO-2711,GENERAL,piece,100,10,CINTHOL GERM PROTECTION 10RS
INDULEKHA 100G,99,IND100-2712,GENERAL,piece,100,10,INDULEKHA 100G
CHANDRIKA AYUR 3+1,156,CHAAYU31-2713,GENERAL,piece,100,10,CHANDRIKA AYUR 3+1
V CARE GOAT MILK 75G 3+1,240,VCARGOA-2714,DAIRY,piece,100,10,V CARE GOAT MILK 75G 3+1
V CARE WINE SOAP 100G 3*1,276,VCARWIN-2715,PERSONAL_CARE,piece,100,10,V CARE WINE SOAP 100G 3*1
V CARE BAMBOO CHARCOAL,94,VCARBAM-2716,GENERAL,piece,100,10,V CARE BAMBOO CHARCOAL
V CARE SWARNOTHAYA HERBAL,123,VCARSWA-2717,GENERAL,piece,100,10,V CARE SWARNOTHAYA HERBAL
V CARE NALANGU MAAVU,105,VCARNAL-2718,GENERAL,piece,100,10,V CARE NALANGU MAAVU
MARGO NEEM NATURALS 100G,42,MARNEENAT-2719,GENERAL,piece,100,10,MARGO NEEM NATURALS 100G
MARGO ALMOND OIL AND ROSE 100GM,42,MARALMOIL-2720,OILS,packet,100,10,MARGO ALMOND OIL AND ROSE 100GM
POWER BEAUTY SOAP,40,POWBEASOA-2721,PERSONAL_CARE,piece,100,10,POWER BEAUTY SOAP
SANTOOR 150G 3,201,SAN1503-2722,DHALL,piece,100,10,SANTOOR 150G 3
SANTOOR 150G 4*2FREE,250,SAN15042F-2723,DHALL,piece,100,10,SANTOOR 150G 4*2FREE
HAMAM NEEM&TULASI 150G,66,HAMNEE150-2724,GENERAL,piece,100,10,HAMAM NEEM&TULASI 150G
DETTOL SKINCARE 100GM 3*1,166,DETSKI100-2725,GENERAL,packet,100,10,DETTOL SKINCARE 100GM 3*1
HIM NEEM & TURMERIC 75G 4+1,152,HIMNEETUR-2726,SPICES,piece,100,10,HIM NEEM & TURMERIC 75G 4+1
JOHN BABY SOAP 150G,130,JOHBABSOA-2727,PERSONAL_CARE,piece,100,10,JOHN BABY SOAP 150G
JOHN BABY SOAP 100G,78,JOHBABSOA-2728,PERSONAL_CARE,piece,100,10,JOHN BABY SOAP 100G
JOHN BABY SOAP 50G,45,JOHBABSOA-2729,PERSONAL_CARE,piece,100,10,JOHN BABY SOAP 50G
JOHN BABY SOAP 25G,20,JOHBABSOA-2730,PERSONAL_CARE,piece,100,10,JOHN BABY SOAP 25G
SANTOOR SKIN SOFTENING 100G,41,SANSKISOF-2731,DHALL,piece,100,10,SANTOOR SKIN SOFTENING 100G
HIM HONEY&CREAM 75G,38,HIMHON75G-2732,PERSONAL_CARE,piece,100,10,HIM HONEY&CREAM 75G
AVT GOLDCUP 10GM JAR,100,AVTGOL10G-2733,GENERAL,packet,100,10,AVT GOLDCUP 10GM JAR
JOHN BUDS 15 UNITS,40,JOHBUD15-2734,GENERAL,piece,100,10,JOHN BUDS 15 UNITS
RIN POW 1KG,122,RINPOW1KG-2735,HOUSEHOLD,bag,100,10,RIN POW 1KG
LIPTON GT HON LEM 10BAGS,75,LIPGTHON-2736,GENERAL,piece,100,10,LIPTON GT HON LEM 10BAGS
LIPTON GT HON LEM 25BAGS,180,LIPGTHON-2737,GENERAL,piece,100,10,LIPTON GT HON LEM 25BAGS
TAJMAHAL FR LN 25 BAGS,160,TAJFRLN-2738,GENERAL,piece,100,10,TAJMAHAL FR LN 25 BAGS
HORLICKS DIABETES CHOC 400G,790,HORDIACHO-2739,GENERAL,piece,100,10,HORLICKS DIABETES CHOC 400G
KUMBAKONAM COFFEE 250G,275,KUMCOF250-2740,GENERAL,piece,100,10,KUMBAKONAM COFFEE 250G
NARASUS PURE INS JAR 50G,175,NARPURINS-2741,GENERAL,piece,100,10,NARASUS PURE INS JAR 50G
MALGUDII FILTER COFFEE 200G,190,MALFILCOF-2742,GENERAL,liter,100,10,MALGUDII FILTER COFFEE 200G
SUNRISE HP 200G,285,SUNHP200-2743,GENERAL,piece,100,10,SUNRISE HP 200G
NARASUS STRONG 200G,213,NARSTR200-2744,GENERAL,piece,100,10,NARASUS STRONG 200G
AMUL SPRAY 500G,253,AMUSPR500-2745,GENERAL,piece,100,10,AMUL SPRAY 500G
AVT PREM LEAF TEA 500G JAR,300,AVTPRELEA-2746,GENERAL,piece,100,10,AVT PREM LEAF TEA 500G JAR
BURFEE 18,22,BUR18-2747,GENERAL,piece,100,10,BURFEE 18
BURFEE 36,40,BUR36-2748,GENERAL,piece,100,10,BURFEE 36
BURFEE 45,50,BUR45-2749,GENERAL,piece,100,10,BURFEE 45
BURFEE 10,15,BUR10-2750,GENERAL,piece,100,10,BURFEE 10
RICHUR EXP 25KG,1800,RICEXP25K-2751,GENERAL,bag,100,10,RICHUR EXP 25KG
GARLIC HILLS 500G,110,GARHIL500-2752,GENERAL,piece,100,10,GARLIC HILLS 500G
PORNA RICE OIL 1L,197,PORRICOIL-2753,RICE,piece,100,10,PORNA RICE OIL 1L
SAFFOLA OIL 1L,185,SAFOIL1L-2754,OILS,piece,100,10,SAFFOLA OIL 1L
PONGAL RICE 1KG,40,PONRIC1KG-2755,RICE,bag,100,10,PONGAL RICE 1KG
JOHN WIPES 20U,85,JOHWIP20U-2756,BABY_CARE,piece,100,10,JOHN WIPES 20U
MILKA BREAD 48,48,MILBRE48-2757,DAIRY,piece,100,10,MILKA BREAD 48
MILKA BREAD 28,28,MILBRE28-2758,DAIRY,piece,100,10,MILKA BREAD 28
MILKA SW BREAD 55,55,MILSWBRE-2759,DAIRY,piece,100,10,MILKA SW BREAD 55
MILKA SW BREAD 65,65,MILSWBRE-2760,DAIRY,piece,100,10,MILKA SW BREAD 65
MILKA BUN 30,30,MILBUN30-2761,DAIRY,piece,100,10,MILKA BUN 30
OLAY UV CREAM 40G,199,OLAUVCRE-2762,GENERAL,piece,100,10,OLAY UV CREAM 40G
OLAY UV CREAM 20G,99,OLAUVCRE-2763,GENERAL,piece,100,10,OLAY UV CREAM 20G
GILLETTE FOAM CHARCOAL 196G,249,GILFOACHA-2764,GENERAL,piece,100,10,GILLETTE FOAM CHARCOAL 196G
TIGER BADAM ESSANCE,42,TIGBADESS-2765,GENERAL,piece,100,10,TIGER BADAM ESSANCE
AC SAMBAR MASALA 500G,220,ACSAMMAS-2766,SPICES,piece,100,10,AC SAMBAR MASALA 500G
GILLETTE FOAM NEEM 196G,249,GILFOANEE-2767,GENERAL,piece,100,10,GILLETTE FOAM NEEM 196G
OLAY AGENING CREAM 40G,399,OLAAGECRE-2768,GENERAL,piece,100,10,OLAY AGENING CREAM 40G
HATSUN CURD 400G,33,HATCUR400-2769,GENERAL,piece,100,10,HATSUN CURD 400G
CASHEW BROKEN 50G,50,CASBRO50G-2770,GENERAL,piece,100,10,CASHEW BROKEN 50G
OLD SPICE ORIGINAL 70G,80,OLDSPIORI-2771,GENERAL,piece,100,10,OLD SPICE ORIGINAL 70G
OLD SPICE ASL MUSK 50ML,149,OLDSPIASL-2772,GENERAL,ml,100,10,OLD SPICE ASL MUSK 50ML
OLD SPICE ASL LIME 50ML,149,OLDSPIASL-2773,GENERAL,ml,100,10,OLD SPICE ASL LIME 50ML
OLD SPICE ASL OG 50ML,149,OLDSPIASL-2774,GENERAL,ml,100,10,OLD SPICE ASL OG 50ML
GILLETTE SHAVE GEL SENS 60G,99,GILSHAGEL-2775,GENERAL,piece,100,10,GILLETTE SHAVE GEL SENS 60G
GILLETTE VENUS SIMPL 3S,245,GILVENSIM-2776,GENERAL,piece,100,10,GILLETTE VENUS SIMPL 3S
GILLETTE VENUS BIKINI SENS,165,GILVENBIK-2777,GENERAL,piece,100,10,GILLETTE VENUS BIKINI SENS
BRU 5,5,BRU5-2778,GENERAL,piece,100,10,BRU 5
BLACK GRAPES 250G,110,BLAGRA250-2779,GENERAL,piece,100,10,BLACK GRAPES 250G
RICHUR EXP 1KG,75,RICEXP1KG-2780,GENERAL,bag,100,10,RICHUR EXP 1KG
SVS SUN OIL ILTR,180,SVSSUNOIL-2781,OILS,liter,100,10,SVS SUN OIL ILTR
CASHEW 200G,200,CAS200-2782,GENERAL,piece,100,10,CASHEW 200G
ANIL MAIDA 500G,42,ANIMAI500-2783,GENERAL,piece,100,10,ANIL MAIDA 500G
CASHEW 50G,55,CAS50G-2784,GENERAL,piece,100,10,CASHEW 50G
CASHEW BROKEN 200G,185,CASBRO200-2785,GENERAL,piece,100,10,CASHEW BROKEN 200G
DRY GRAPES 50G,25,DRYGRA50G-2786,GENERAL,piece,100,10,DRY GRAPES 50G
DRY GRAPES 200G,95,DRYGRA200-2787,GENERAL,piece,100,10,DRY GRAPES 200G
BLACK GRAPES 50G,25,BLAGRA50G-2788,GENERAL,piece,100,10,BLACK GRAPES 50G
BADHAM 50G,50,BAD50G-2789,GENERAL,piece,100,10,BADHAM 50G
WALLNUT 50G,70,WAL50G-2790,GENERAL,piece,100,10,WALLNUT 50G
PISTA ROASTED 50G,60,PISROA50G-2791,GENERAL,piece,100,10,PISTA ROASTED 50G
ORANGE CANDY 100G,20,ORACAN100-2792,GENERAL,piece,100,10,ORANGE CANDY 100G
BADHAM 200G,190,BAD200-2793,GENERAL,piece,100,10,BADHAM 200G
APSARA PLATINUM PENCIL BOX,60,APSPLAPEN-2794,STATIONERY,piece,100,10,APSARA PLATINUM PENCIL BOX
NATARAJ PENCIL BOX,50,NATPENBOX-2795,STATIONERY,piece,100,10,NATARAJ PENCIL BOX
GRB GHEE 1LTR,952,GRBGHE1LT-2796,GHEE,liter,100,10,GRB GHEE 1LTR
RKG GHEE 500ML,496,RKGGHE500-2797,GHEE,bag,100,10,RKG GHEE 500ML
RKG GHEE 200ML,208,RKGGHE200-2798,GHEE,bag,100,10,RKG GHEE 200ML
AMUL GHEE 1 LTR,725,AMUGHE1-2799,GHEE,liter,100,10,AMUL GHEE 1 LTR
RKG GHEE 100,108,RKGGHE100-2800,GHEE,bag,100,10,RKG GHEE 100
RKG GHEE 50G,60,RKGGHE50G-2801,GHEE,bag,100,10,RKG GHEE 50G
MILKYMIST COW GHEE 200ML,185,MILCOWGHE-2802,GHEE,ml,100,10,MILKYMIST COW GHEE 200ML
AAVIN GHEE 1LTR,660,AAVGHE1LT-2803,GHEE,liter,100,10,AAVIN GHEE 1LTR
AAVIN GHEE 200ML,160,AAVGHE200-2804,GHEE,ml,100,10,AAVIN GHEE 200ML
GRB GHEE 200ML,189,GRBGHE200-2805,GHEE,ml,100,10,GRB GHEE 200ML
VIVEL SOAP 30,30,VIVSOA30-2806,PERSONAL_CARE,piece,100,10,VIVEL SOAP 30
AC APPALAM 150G,68,ACAPP150-2807,GENERAL,piece,100,10,AC APPALAM 150G
AC APPALAM 100G,45,ACAPP100-2808,GENERAL,piece,100,10,AC APPALAM 100G
MVM APPALAM 200G,70,MVMAPP200-2809,GENERAL,piece,100,10,MVM APPALAM 200G
KRISH APPALAM 70G,39,KRIAPP70G-2810,GENERAL,piece,100,10,KRISH APPALAM 70G
KRISH APPALAM 50G,27,KRIAPP50G-2811,GENERAL,piece,100,10,KRISH APPALAM 50G
MUNCH 32 PCS BOX,160,MUN32PCS-2812,GENERAL,piece,100,10,MUNCH 32 PCS BOX
JOHN WIPES 72U,280,JOHWIP72U-2813,BABY_CARE,piece,100,10,JOHN WIPES 72U
DRY FRUIT MIX 250GM,250,DRYFRUMIX-2814,GENERAL,packet,100,10,DRY FRUIT MIX 250GM
WALL NUT 250GM,400,WALNUT250-2815,GENERAL,packet,100,10,WALL NUT 250GM
PISTA SHELL 250G,300,PISSHE250-2816,GENERAL,piece,100,10,PISTA SHELL 250G
EVEREADY AA2005,22,EVEAA2-2817,GENERAL,piece,100,10,EVEREADY AA2005
COLIN 125ML,40,COL125-2818,GENERAL,ml,100,10,COLIN 125ML
LIZOL SAKTI 450ML,69,LIZSAK450-2819,GENERAL,ml,100,10,LIZOL SAKTI 450ML
PUMPKIN SEED 50G,40,PUMSEE50G-2820,GENERAL,piece,100,10,PUMPKIN SEED 50G
CHIA SEED 50G,25,CHISEE50G-2821,GENERAL,piece,100,10,CHIA SEED 50G
SABJA SEED 50G,25,SABSEE50G-2822,GENERAL,piece,100,10,SABJA SEED 50G
SUN FLOWER SEED 50G,30,SUNFLOSEE-2823,GENERAL,piece,100,10,SUN FLOWER SEED 50G
DHARBOSINI SEED 50,40,DHASEE50-2824,GENERAL,piece,100,10,DHARBOSINI SEED 50
PUMPKIN SEED 200G,160,PUMSEE200-2825,GENERAL,piece,100,10,PUMPKIN SEED 200G
SARAPARUPU 50G,120,SAR50G-2826,GENERAL,piece,100,10,SARAPARUPU 50G
SARAPARUPU 200G,450,SAR200-2827,GENERAL,piece,100,10,SARAPARUPU 200G
VELLARRI VEDA 50G,70,VELVED50G-2828,GENERAL,piece,100,10,VELLARRI VEDA 50G
CHIA SEED 100G,60,CHISEE100-2829,GENERAL,piece,100,10,CHIA SEED 100G
SARAPARUPU 100G,250,SAR100-2830,GENERAL,piece,100,10,SARAPARUPU 100G
PISTA GREEN 50,110,PISGRE50-2831,GENERAL,piece,100,10,PISTA GREEN 50
BADHAM GUM 50,40,BADGUM50-2832,GENERAL,piece,100,10,BADHAM GUM 50
BLACK JEERA 50G,30,BLAJEE50G-2833,GENERAL,piece,100,10,BLACK JEERA 50G
BLACK JEERA 100G,50,BLAJEE100-2834,GENERAL,piece,100,10,BLACK JEERA 100G
CASHEW GRAPES MIX 25,30,CASGRAMIX-2835,GENERAL,piece,100,10,CASHEW GRAPES MIX 25
SAKTHI IDLY CHILI POWDER 50G,22,SAKIDLCHI-2836,GENERAL,piece,100,10,SAKTHI IDLY CHILI POWDER 50G
SAKTHI CUMIN POWDER 50G,39,SAKCUMPOW-2837,GENERAL,piece,100,10,SAKTHI CUMIN POWDER 50G
SAKTHI APPALAM 250G,95,SAKAPP250-2838,GENERAL,piece,100,10,SAKTHI APPALAM 250G
SAKTHI KULAMBU CHILLI 500G,194,SAKKULCHI-2839,SPICES,piece,100,10,SAKTHI KULAMBU CHILLI 500G
SAKTHI CHILLI POWDER 20G,10,SAKCHIPOW-2840,SPICES,piece,100,10,SAKTHI CHILLI POWDER 20G
SAKTHI CURRY POWDER 20G,12,SAKCURPOW-2841,GENERAL,piece,100,10,SAKTHI CURRY POWDER 20G
SAKTHI PULIYOGARE POWDER 20G,13,SAKPULPOW-2842,GENERAL,piece,100,10,SAKTHI PULIYOGARE POWDER 20G
CORN FLOUR 500G,40,CORFLO500-2843,FLOUR,piece,100,10,CORN FLOUR 500G
